commentID,avgparseht,avgNPsent,avgVPsent,avgSUBsent,avgcosine,avgwordover,avgNNPRPover,avgPRPsent,avgDefSent
454900,10.3333,3.6667,2.8333,0.6667,0.0311,0.0111,0.0000,1.3333,0.6667
385788,9.0000,6.0000,1.0000,0.0000,�,�,�,0.0000,1.0000
12147,10.4500,4.7000,2.9500,0.7500,0.2140,0.1103,0.0860,0.6500,0.7000
346345,10.8947,6.2105,3.0000,0.4737,0.1459,0.0555,0.0550,1.2105,0.6842
284813,12.5000,9.5000,6.0000,1.5000,0.3003,0.1724,0.0833,2.0000,2.5000
381106,12.4286,7.5714,4.5714,1.4286,0.0736,0.0820,0.0893,1.1429,0.8571
87063,7.6923,2.3846,1.2308,0.3846,0.0155,0.0139,0.0208,1.1538,0.0000
34501,15.5000,11.0000,7.0000,1.5000,0.5021,0.3333,0.3077,4.0000,0.5000
398892,15.8571,8.7143,4.5714,0.7143,0.3268,0.1425,0.0238,0.1429,2.0000
274932,10.6667,4.3333,3.3333,0.3333,0.0503,0.0250,0.0000,0.6667,0.6667
293354,12.7500,8.4167,4.5000,0.9167,0.1841,0.0823,0.0770,1.7500,1.4167
295968,13.6667,8.3333,5.0000,1.0000,0.1603,0.0962,0.0417,1.0000,0.0000
415266,12.0000,5.5000,4.0000,2.0000,0.1837,0.1250,0.0000,2.5000,0.5000
143804,11.5000,6.0000,2.0000,0.5000,0.0986,0.0588,0.0000,0.0000,0.5000
119003,5.0000,1.0000,0.0000,0.0000,�,�,�,0.0000,0.0000
401251,20.0000,10.5000,6.0000,3.0000,0.1900,0.1034,0.1538,3.5000,1.0000
280003,9.5000,3.7500,2.5000,0.2500,0.0906,0.0556,0.0000,0.5000,0.7500
338424,15.3333,6.8333,5.3333,0.6667,0.3611,0.1390,0.0432,1.3333,1.5000
480085,16.5000,10.0000,4.0000,0.7500,0.2651,0.1100,0.0636,0.7500,1.5000
375224,15.0000,9.3333,4.6667,1.0000,0.1427,0.0718,0.0000,1.3333,1.3333
436776,18.0000,10.0000,5.0000,0.0000,�,�,�,0.0000,2.0000
355444,10.3333,4.7778,3.0000,0.7778,0.2487,0.0791,0.0312,0.3333,1.4444
27275,15.3750,12.6250,9.1250,2.6250,0.3124,0.1144,0.1286,4.8750,1.7500
380207,11.2500,9.0000,4.5000,1.0000,0.0948,0.0652,0.0333,1.0000,0.7500
274053,14.0000,6.4000,5.0000,1.0000,0.1663,0.0952,0.0000,0.6000,0.6000
110952,9.0000,3.5714,3.0000,0.4286,0.0633,0.0468,0.0833,1.2857,0.5714
217873,11.0000,5.0000,2.5000,0.5000,0.3815,0.2308,0.2857,1.5000,0.0000
276815,18.0000,9.3333,6.0000,1.3333,0.2793,0.1387,0.1250,1.0000,1.0000
160340,13.5000,8.3333,4.1667,0.6667,0.2863,0.1205,0.0432,1.0000,1.3333
207159,11.6667,7.1111,4.1111,1.3333,0.1500,0.0852,0.1217,2.5556,0.6667
126297,13.5000,6.7500,4.0000,0.7500,0.2326,0.0984,0.0000,0.7500,1.2500
265357,10.3333,6.6667,4.3333,0.3333,0.0402,0.0357,0.1000,0.6667,0.3333
318236,9.6667,5.0000,3.0000,0.6667,0.0000,0.0000,0.0000,1.0000,1.0000
56690,12.5000,7.2500,4.5000,1.7500,0.1565,0.1429,0.1508,1.0000,2.0000
221078,8.0000,5.0000,2.0000,0.0000,�,�,�,1.0000,0.0000
324866,14.2727,9.0000,5.7273,1.2727,0.2309,0.1235,0.1631,1.8182,1.6364
265030,14.3333,9.3333,5.6667,1.1667,0.2549,0.1278,0.1643,1.6667,1.0000
420548,12.0000,4.5000,4.0000,0.5000,0.1575,0.0952,0.0000,0.5000,0.0000
380962,11.0000,9.0000,6.0000,3.0000,�,�,�,2.0000,0.0000
89267,14.7500,7.2500,5.0000,2.5000,0.1239,0.0667,0.0000,2.2500,0.2500
66159,12.6250,5.7500,4.2500,1.0000,0.1628,0.0732,0.0617,2.0000,0.5000
111132,7.0000,3.0000,2.0000,0.0000,0.1100,0.1111,0.3333,0.5000,0.0000
416318,11.3333,6.8333,4.3333,1.3333,0.1666,0.0747,0.0222,1.6667,0.8333
407083,11.8000,4.2000,4.2000,0.8000,0.1573,0.1033,0.0857,1.4000,0.0000
117679,14.0000,9.2500,5.7500,0.7500,0.3128,0.1179,0.0883,1.0000,2.7500
532329,13.5000,8.5000,2.5000,0.5000,0.3644,0.1250,0.0000,0.0000,1.5000
413539,13.0000,8.6667,3.3333,1.3333,0.2656,0.0513,0.0714,1.3333,3.0000
106114,13.0000,8.6667,3.3333,0.6667,0.2206,0.0807,0.0000,0.8333,1.1667
166685,12.0000,6.3333,5.6667,0.6667,0.1070,0.0278,0.0833,3.0000,0.3333
511194,14.8000,9.7000,5.2000,1.1000,0.1914,0.0962,0.0398,1.8000,1.5000
177016,13.3333,8.6667,3.6667,0.6667,0.2993,0.1346,0.0000,1.0000,1.6667
112525,17.0000,7.7500,6.0000,2.2500,0.2753,0.1971,0.1741,1.5000,0.7500
91495,12.1250,8.5000,5.2500,1.0000,0.2156,0.1024,0.0552,1.7500,0.7500
82485,13.5833,6.8333,4.2500,0.6667,0.1883,0.1036,0.0760,1.6667,1.3333
268403,17.0000,14.0000,7.0000,1.0000,�,�,�,2.0000,0.0000
238128,9.6667,4.0000,2.6667,0.3333,0.0000,0.0000,0.0000,1.0000,0.3333
61488,13.0000,9.0000,3.6667,1.0000,0.1995,0.0882,0.0000,0.3333,1.6667
155467,12.3636,8.3636,4.0909,0.9091,0.2425,0.1015,0.0143,0.9091,1.5455
79148,11.0000,4.5000,3.2500,0.5000,0.0546,0.0556,0.1111,0.7500,0.5000
462669,13.0000,7.0000,3.0000,1.0000,�,�,�,3.0000,1.0000
208926,15.0000,7.0000,5.0000,1.0000,�,�,�,3.0000,1.0000
281098,12.5000,6.8333,3.5000,0.6667,0.1386,0.1078,0.1244,0.3333,0.5000
139218,11.0769,4.8462,3.5385,0.4615,0.2757,0.1314,0.0947,1.9231,1.0000
257972,14.6364,9.9091,4.4545,1.4545,0.1595,0.0848,0.0688,2.5455,1.1818
197273,12.2500,5.2500,2.7500,0.5000,0.0988,0.0741,0.0000,0.5000,0.7500
491627,8.9000,4.8000,1.7500,0.1000,0.1928,0.1267,0.0088,0.3500,0.4000
513582,16.0000,5.0000,6.0000,2.0000,�,�,�,1.0000,1.0000
42675,9.3333,3.3333,3.0000,0.3333,0.0859,0.0455,0.0000,1.3333,0.3333
377089,7.1667,2.3333,1.1667,0.1667,0.2354,0.1745,0.2667,0.3333,1.1667
412738,7.7500,4.5000,1.2500,0.0000,0.0484,0.0370,0.0000,0.5000,0.2500
266045,6.3333,1.6667,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
73319,10.4167,7.5000,3.6667,0.5000,0.0914,0.0423,0.0367,1.2500,1.5833
171400,19.5000,20.5000,6.5000,2.0000,0.3221,0.1967,0.2381,2.5000,4.0000
8670,11.8667,7.2000,3.0667,0.8000,0.1754,0.0820,0.0403,1.3333,1.3333
264486,12.5000,13.0000,5.5000,1.0000,0.3018,0.1143,0.0000,1.5000,1.5000
153570,12.4444,7.6667,4.3333,1.1111,0.1519,0.0944,0.0809,0.7778,1.4444
87303,10.3333,5.5000,3.1667,0.5000,0.1677,0.0833,0.0250,0.6667,0.6667
530894,13.0000,9.0000,5.0000,1.0000,�,�,�,2.0000,2.0000
514886,9.8000,4.6000,4.1000,0.8000,0.2612,0.1174,0.1778,2.3000,0.5000
425898,9.9545,3.8182,3.0909,0.3636,0.1298,0.0870,0.0711,0.9091,0.5000
112945,6.0000,1.5000,1.0000,0.0000,0.5359,0.3333,0.3333,0.0000,0.5000
524261,10.1333,4.1333,2.8667,0.6667,0.2312,0.1420,0.2083,0.8000,0.3333
40164,14.2000,6.7000,4.9000,1.5000,0.1591,0.0603,0.0682,1.8000,0.3000
504306,12.6000,8.2000,5.3000,1.0000,0.1747,0.0920,0.0857,2.9000,0.9000
30693,14.6000,7.4000,5.8000,1.2000,0.2555,0.1264,0.0727,1.8000,0.6000
58519,16.6667,10.3333,8.6667,3.0000,0.1462,0.1035,0.0000,1.6667,1.6667
415350,8.0000,3.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
441700,8.9091,6.2727,1.5455,0.0000,0.3620,0.1737,0.1664,0.3636,1.5455
212770,12.0000,5.5000,3.5000,0.8333,0.2818,0.1867,0.2694,0.8333,0.5000
354824,10.5000,14.0000,7.5000,1.5000,0.0000,0.0000,0.0000,1.0000,0.0000
98716,11.0000,6.0000,4.5000,0.5000,0.1803,0.0606,0.1111,3.0000,1.0000
369065,17.3333,9.0000,11.0000,1.3333,0.4077,0.1795,0.2500,1.6667,1.0000
238499,16.0000,10.3333,5.8889,1.8889,0.2699,0.1467,0.0880,2.2222,1.0000
162830,18.6667,11.3333,8.3333,2.3333,0.2867,0.1190,0.0385,2.3333,2.3333
412215,19.0000,11.0000,5.0000,1.0000,�,�,�,0.0000,0.0000
25284,16.2222,12.2222,5.5556,2.3333,0.2148,0.1068,0.1381,2.6667,1.1111
235544,12.7500,9.2500,3.2500,0.8750,0.3221,0.1423,0.0390,1.2500,1.2500
242406,11.3333,5.0000,3.6667,1.0000,0.1587,0.1295,0.1000,0.6667,0.6667
45875,11.0000,5.8000,3.0000,0.6000,0.1860,0.1002,0.0982,0.2000,1.0000
28550,4.5000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
469836,7.4286,4.8571,1.8571,0.1429,0.1729,0.1082,0.2333,1.0000,0.1429
100914,14.0000,8.5714,4.2857,1.5714,0.2329,0.0968,0.0238,0.2857,1.0000
56129,13.1818,6.8182,5.3636,0.9091,0.2373,0.1406,0.0472,0.4545,1.0000
525152,15.4444,9.0000,5.3333,1.8889,0.2454,0.1057,0.0156,0.6667,1.4444
12024,10.0000,8.0000,1.6000,0.6000,0.3458,0.1078,0.0577,0.0000,2.0000
249449,11.0000,6.6000,5.2000,1.4000,0.0594,0.0203,0.0000,1.4000,0.2000
16168,11.3636,5.2727,3.4545,0.6364,0.1932,0.0909,0.0000,0.9091,1.1818
271723,11.7143,5.1429,4.5714,1.2857,0.1403,0.0914,0.1722,1.8571,0.0000
95850,9.0000,4.6667,2.6667,0.0000,0.1612,0.1250,0.0000,0.6667,0.3333
296820,12.2000,8.0000,5.0000,0.6000,0.2021,0.0560,0.0000,0.2000,1.0000
374940,11.5556,7.1111,3.3333,0.7778,0.1607,0.0671,0.0312,1.4444,0.6667
206264,11.0000,5.6000,2.6000,0.0000,0.1404,0.1024,0.0357,1.4000,0.8000
378083,9.0000,4.0000,4.0000,0.0000,�,�,�,3.0000,1.0000
32749,11.0000,3.5000,5.5000,0.0000,0.2693,0.1579,0.0000,1.5000,1.0000
73851,7.8333,3.3333,1.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667
367222,10.3333,4.6667,4.0000,0.0000,0.2134,0.1562,0.0000,0.0000,0.6667
506483,13.0000,5.4000,3.4000,1.2000,0.1774,0.1128,0.0000,0.4000,0.8000
499148,14.8000,6.0000,4.4000,0.6000,0.3247,0.1825,0.1488,1.0000,1.4000
399849,11.9091,6.9091,2.9091,0.6364,0.2274,0.1187,0.0647,1.5455,1.3636
28182,9.7500,8.2500,2.7500,0.7500,0.2938,0.0967,0.0370,1.0000,0.0000
381609,11.5000,5.0000,2.5000,0.8333,0.1451,0.0671,0.0400,2.5000,0.3333
242816,13.0833,9.6667,2.7500,0.6667,0.3483,0.1816,0.0377,1.3333,1.8333
130104,12.7500,9.5000,6.7500,1.0000,0.3284,0.1339,0.1693,3.2500,0.5000
465109,8.7222,4.8333,1.6667,0.4444,0.0698,0.0441,0.0119,0.5000,0.1667
373852,12.2500,7.6667,3.5000,0.5000,0.1728,0.0791,0.0130,0.4167,1.3333
179835,14.0000,12.3333,4.6667,1.0000,0.1563,0.0526,0.0278,2.0000,1.6667
187554,15.4000,5.8000,6.8000,1.2000,0.4154,0.1844,0.1458,0.6000,2.6000
465708,10.5000,3.7500,1.5000,0.7500,0.2668,0.1881,0.0667,0.2500,0.2500
161252,9.0000,4.0000,2.5000,0.5000,0.0000,0.0000,0.0000,1.5000,0.5000
334375,12.7000,8.9000,4.3000,1.1000,0.2770,0.0924,0.0525,1.1000,1.3000
370288,14.3750,8.5000,3.6250,1.0000,0.2550,0.0907,0.0511,1.1250,1.3750
13900,10.0000,9.0000,3.0000,0.0000,�,�,�,1.0000,4.0000
254910,11.5000,6.0000,4.0000,0.5000,0.0000,0.0000,0.0000,1.5000,0.0000
264284,11.6000,8.8000,3.4000,0.9000,0.1900,0.0712,0.0371,1.0000,1.1000
368086,12.6667,9.0000,5.6667,2.0000,0.1219,0.0469,0.0000,2.3333,1.6667
531907,6.0000,0.0000,3.0000,0.0000,�,�,�,0.0000,0.0000
192040,15.2500,6.5000,5.0000,0.5000,0.1802,0.0695,0.0333,1.7500,0.5000
67143,12.0000,9.5000,3.5000,1.0000,0.3468,0.1600,0.0000,1.5000,1.5000
296877,10.0000,4.1429,2.4286,0.2857,0.1346,0.0680,0.0278,1.2857,0.7143
242801,12.4000,10.2000,4.6000,1.2000,0.2359,0.0905,0.0385,1.0000,1.8000
319602,18.3333,17.6667,9.3333,2.6667,0.3230,0.1231,0.0789,4.6667,2.3333
162785,13.4000,5.6000,7.6000,2.2000,0.3176,0.2298,0.1357,2.6000,0.6000
184045,12.5714,8.2857,3.8571,0.7143,0.1681,0.0773,0.0833,0.7143,1.2857
276995,13.7500,7.5000,5.1250,0.7500,0.1488,0.0759,0.0816,1.0000,0.5000
172269,11.0000,6.5000,3.0000,0.5000,0.1483,0.0370,0.0000,0.0000,1.5000
294008,14.2727,7.5455,4.6364,1.2727,0.1485,0.0894,0.0319,1.2727,1.0909
110268,11.2500,7.5000,3.7500,0.7500,0.2602,0.1458,0.0000,1.2500,1.2500
484707,9.5000,4.5000,5.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.5000
356251,6.0000,2.0000,1.0000,0.0000,�,�,�,1.0000,0.0000
403259,13.1000,7.2000,4.6000,0.9000,0.1467,0.0752,0.0425,1.2000,1.5000
132427,12.5714,6.1429,3.7143,0.2857,0.2479,0.1302,0.0185,0.5714,0.8571
520000,8.6667,4.5000,2.6667,0.3333,0.0502,0.0303,0.0000,1.6667,0.6667
469180,11.1250,5.2500,3.6250,1.0000,0.0476,0.0409,0.0286,1.6250,0.3750
483418,13.2500,5.2500,4.5000,0.7500,0.0719,0.0385,0.0000,0.7500,0.2500
385237,7.7500,1.5000,2.0000,0.2500,0.0000,0.0000,0.0000,1.0000,0.2500
87024,11.5000,9.5000,2.5000,0.5000,0.4521,0.2500,0.1818,0.5000,2.5000
245767,12.5000,12.0000,6.2500,1.7500,0.1283,0.0853,0.0556,4.2500,0.5000
250408,13.0000,11.0000,6.0000,0.0000,0.6592,0.3571,0.1000,1.0000,3.0000
40668,16.3333,16.6667,8.0000,2.0000,0.2360,0.1090,0.0500,2.0000,2.6667
334155,11.8000,6.8000,4.4000,1.2000,0.1917,0.1050,0.0960,2.4000,1.2000
524171,13.1667,7.5000,4.8333,0.5000,0.2317,0.1000,0.0222,0.5000,1.8333
421562,13.2500,10.0000,4.5000,0.7500,0.2961,0.1455,0.0333,0.5000,1.2500
140053,10.0000,8.6000,2.2000,0.6000,0.1490,0.0726,0.0156,0.0000,0.6000
125667,10.8182,5.8182,2.2727,0.3636,0.2382,0.1023,0.0300,0.3636,1.1818
97092,17.5000,10.5000,7.5000,3.0000,0.4154,0.2759,0.1538,3.5000,1.0000
461568,9.0000,7.0000,0.0000,0.0000,�,�,�,0.0000,2.0000
471255,10.0000,5.0000,5.6667,1.0000,0.1556,0.0769,0.0909,3.6667,0.0000
258752,11.3333,6.3333,2.6667,0.6667,0.3755,0.1451,0.0000,0.6667,2.0000
370749,10.6667,7.3333,6.0000,1.0000,0.2085,0.0778,0.0000,1.6667,1.3333
523245,10.9091,6.2727,3.2727,0.8182,0.1925,0.1185,0.1195,0.7273,0.8182
114415,14.5000,10.2500,9.5000,2.5000,0.3234,0.1319,0.1634,2.7500,1.7500
279990,13.7500,8.3750,4.5000,0.3750,0.3117,0.1261,0.0130,0.8750,1.2500
500197,13.6667,10.6667,5.0000,1.0000,0.3791,0.1196,0.1316,1.3333,2.3333
248862,11.5000,5.5000,4.2500,0.7500,0.0978,0.0155,0.0000,1.0000,0.7500
194984,12.0000,5.6667,5.0000,0.6667,0.3645,0.0942,0.0000,0.0000,1.6667
484307,9.5000,3.0000,2.5000,0.0000,0.2938,0.1667,0.0000,0.0000,1.0000
221947,12.5000,6.0000,3.3750,0.7500,0.2488,0.1136,0.0594,0.3750,1.7500
118645,13.0000,7.6667,7.6667,1.0000,0.3335,0.1500,0.0000,1.6667,1.0000
396087,11.0000,6.5000,5.0000,1.5000,0.5097,0.2500,0.2857,1.5000,3.5000
7417,11.0000,5.0000,4.0000,1.0000,�,�,�,0.0000,2.0000
7416,16.8571,14.2857,5.4286,1.1429,0.2930,0.1165,0.0119,0.8571,1.1429
498109,13.8750,9.2500,6.6250,1.2500,0.1492,0.0574,0.0308,1.7500,1.3750
24146,15.5000,10.7500,7.0000,1.7500,0.3377,0.1686,0.0256,0.7500,2.5000
181644,15.2222,6.2222,5.1111,1.2222,0.2071,0.1259,0.1073,1.0000,1.1111
69327,10.7500,6.7500,4.0000,0.7500,0.2570,0.1405,0.0970,2.5000,0.5000
11716,11.0000,5.3333,3.0000,1.0000,0.2363,0.1250,0.2500,1.3333,0.0000
418421,6.0000,2.0000,1.0000,0.0000,�,�,�,0.0000,0.0000
223746,11.5000,6.1667,4.1667,0.5000,0.1973,0.0817,0.0000,0.3333,1.1667
10099,10.3333,3.6667,2.6667,0.6667,0.0580,0.0333,0.0000,1.3333,0.3333
217970,16.2000,13.0000,9.0000,1.8000,0.3173,0.1519,0.1136,3.6000,1.2000
176214,7.5714,4.4286,0.5714,0.0000,0.2853,0.1339,0.0833,0.0000,0.2857
372185,13.5000,10.0000,8.0000,1.5000,0.1956,0.1463,0.0909,2.0000,2.0000
153900,14.3333,6.6667,5.6667,1.6667,0.2364,0.1478,0.1875,2.0000,1.3333
31406,10.5000,4.3750,2.8750,0.7500,0.1996,0.1554,0.0952,0.8750,0.8750
10168,13.0000,8.0000,3.0000,1.0000,0.2790,0.1579,0.1250,2.5000,1.5000
413648,11.7778,7.8889,3.4444,0.5556,0.2201,0.1078,0.0531,1.1111,1.5556
62043,9.5000,5.5000,3.0000,0.5000,0.1075,0.0833,0.0000,1.5000,0.5000
203717,20.0000,16.0000,5.0000,3.0000,�,�,�,3.0000,1.0000
315861,13.0000,8.6667,2.3333,0.3333,0.3786,0.1378,0.0000,0.5000,1.6667
251587,15.5000,8.0000,6.5000,1.5000,0.0000,0.0000,0.0000,2.0000,0.0000
27687,11.8333,5.6111,3.0000,0.8889,0.1027,0.0618,0.0176,1.1667,0.6111
464182,7.0000,7.0000,0.0000,0.0000,�,�,�,0.0000,1.0000
139532,12.5000,5.5000,6.0000,1.5000,0.3571,0.2727,0.4000,0.5000,1.5000
179494,8.2500,5.0000,2.0000,0.0000,0.1226,0.0588,0.0556,0.2500,0.5000
68023,21.0000,15.0000,9.0000,3.0000,�,�,�,4.0000,3.0000
45905,15.7143,11.8571,9.0000,1.8571,0.3058,0.1050,0.0204,2.1429,2.2857
174927,15.0000,6.5000,4.5000,0.5000,0.2219,0.1053,0.0000,0.5000,1.5000
354973,10.4545,5.9091,2.0000,0.1818,0.1959,0.1246,0.0167,0.3636,1.0000
488227,11.6875,4.6875,3.7500,1.0000,0.1581,0.0822,0.1146,1.5000,0.5625
272468,17.3333,13.6667,8.6667,1.3333,0.4377,0.1416,0.0973,1.3333,4.3333
246657,12.9167,7.5833,3.9167,0.9167,0.1522,0.0838,0.0336,0.9167,0.7500
429110,13.3333,10.0000,6.3333,1.3333,0.1454,0.0463,0.0000,0.6667,0.6667
362861,14.0000,5.5000,7.0000,1.5000,0.3188,0.1667,0.4000,2.5000,1.5000
44115,12.4545,5.5455,4.4545,1.0909,0.2320,0.1373,0.1148,2.0000,0.5455
184236,15.0000,9.0000,6.0000,2.0000,0.3102,0.1324,0.0000,2.0000,2.0000
166912,13.2500,7.7500,4.2500,0.7500,0.2711,0.0886,0.0833,1.0000,1.7500
375214,13.2000,4.0000,4.4000,1.0000,0.1386,0.0852,0.0833,1.2000,1.4000
298103,11.6000,6.0000,2.8000,1.2000,0.0844,0.0436,0.0000,0.6000,1.0000
335626,13.2000,10.2000,4.5000,1.5000,0.1735,0.0812,0.0648,1.0000,1.2000
320443,9.7500,3.5000,3.2500,0.7500,0.1774,0.1323,0.0833,0.7500,0.0000
36372,9.6667,3.0000,2.6667,0.6667,0.1312,0.1288,0.0000,0.6667,0.6667
215417,10.6667,3.6667,3.0000,1.0000,0.4434,0.3571,0.3333,2.3333,0.3333
474500,15.0000,4.0000,4.0000,2.0000,�,�,�,2.0000,0.0000
40448,14.2000,7.8000,3.4000,0.4000,0.3561,0.2184,0.0769,0.8000,1.4000
283532,12.5000,9.5000,4.5000,1.2500,0.1667,0.0771,0.0000,1.0000,1.0000
139630,10.3077,5.2308,2.5385,0.5385,0.1503,0.0959,0.0952,0.4615,0.6154
369856,17.3333,11.6667,8.0000,1.3333,0.1970,0.1037,0.0556,1.6667,1.3333
529673,15.1250,7.5000,5.0000,1.2500,0.2626,0.1915,0.2063,2.0000,0.6250
182167,14.5000,6.5000,4.5000,2.0000,0.5673,0.3158,0.2857,2.0000,2.0000
33963,18.7500,11.2500,7.0000,2.0000,0.0985,0.0554,0.0000,3.0000,0.7500
42692,10.5714,6.2857,2.7143,0.8571,0.1893,0.1131,0.0817,1.8571,0.5714
152417,10.8462,6.3846,3.4615,0.6923,0.1522,0.0937,0.0955,1.3846,1.0000
187348,8.4000,2.8000,2.2000,0.4000,0.0000,0.0000,0.0000,1.6000,0.0000
258303,13.0000,11.4000,4.6000,1.0000,0.1065,0.0620,0.0000,2.4000,0.8000
178540,14.7143,8.1429,6.1429,1.5714,0.1087,0.0645,0.0819,2.4286,0.7143
182401,17.0000,10.0000,5.5000,1.5000,0.2064,0.1250,0.0000,2.5000,0.5000
287722,12.8571,6.1429,3.1429,0.8571,0.1178,0.0574,0.0238,0.5714,0.8571
162379,7.0000,3.0000,1.0000,0.0000,0.1354,0.0625,0.0000,1.0000,0.6667
3422,11.0667,6.8667,3.8000,1.0667,0.0890,0.0405,0.0184,1.2667,0.6667
154309,8.6667,4.0000,2.0000,0.0000,0.1943,0.1250,0.2143,0.3333,1.0000
389956,11.3333,6.0000,3.6667,0.3333,0.3780,0.1922,0.1000,1.0000,2.3333
154244,13.3846,7.3077,4.4615,1.2308,0.2387,0.1076,0.0678,0.6923,1.5385
85044,9.1364,3.6364,1.9545,0.5909,0.1154,0.0570,0.0259,0.9545,0.5455
246363,13.4286,7.2857,5.7143,1.5714,0.2334,0.1480,0.1956,2.5714,0.2857
312754,8.8571,3.7143,1.7143,0.4286,0.0087,0.0238,0.0556,0.1429,0.1429
218678,12.1429,8.8571,3.8571,0.7143,0.3294,0.1782,0.1333,0.2857,1.5714
522372,13.7500,7.2500,4.0000,1.2500,0.1481,0.0852,0.0000,3.2500,0.7500
110698,10.0000,7.0000,2.0000,1.0000,0.1668,0.1333,0.1667,0.0000,1.0000
170163,8.8333,3.6667,1.8333,0.1667,0.1089,0.0454,0.0333,0.8333,0.3333
35683,17.5000,13.0000,7.0000,1.2500,0.3071,0.1713,0.0667,1.0000,1.7500
419443,7.6667,3.6667,1.0000,0.0000,0.0568,0.0769,0.1250,0.0000,0.6667
504080,14.0000,7.0000,2.0000,1.0000,�,�,�,0.0000,1.0000
121938,6.3333,5.3333,0.6667,0.0000,0.1664,0.0385,0.0385,0.3333,0.6667
417653,9.4000,3.9000,3.0000,0.6000,0.1668,0.1252,0.0139,0.7000,0.0000
40543,12.6667,5.7778,5.0000,0.6667,0.2451,0.1146,0.0000,0.6667,1.1111
328160,12.0000,12.1429,3.5714,0.7143,0.1559,0.0516,0.0188,0.5714,0.7143
255541,12.0000,3.0000,3.0000,1.0000,�,�,�,2.0000,0.0000
414035,8.0000,3.2857,1.7143,0.1429,0.1997,0.1527,0.1528,0.7143,0.5714
439111,12.1429,7.5000,3.8571,0.7143,0.1838,0.1041,0.0816,2.2857,0.9286
287248,7.0000,2.5000,1.7500,0.0000,0.3221,0.3030,0.5000,0.7500,0.2500
103516,11.1111,4.7778,2.7222,1.0000,0.1321,0.0686,0.0799,1.1111,0.7778
199772,10.7500,5.0000,3.0000,0.5000,0.2008,0.1470,0.1778,1.2500,0.5000
39151,11.7333,5.3333,4.1333,0.6667,0.1755,0.0823,0.0635,0.8667,1.2667
426901,14.5000,11.0000,8.0000,1.0000,0.4524,0.2121,0.1429,3.5000,0.5000
349357,15.5000,8.5000,5.0000,1.5000,0.1808,0.0641,0.0333,1.2500,2.0000
411340,15.6000,10.0000,6.2000,1.4000,0.2954,0.1229,0.1232,1.2000,1.6000
261655,12.0000,5.0000,5.6667,0.3333,0.1592,0.1010,0.1000,2.0000,0.0000
512448,12.1429,6.0000,4.0000,0.7143,0.1675,0.0709,0.0511,1.4286,0.7857
249669,16.6667,5.0000,5.6667,1.3333,0.1337,0.1882,0.3429,1.0000,0.6667
475937,4.5000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238247,8.0000,3.2500,1.2500,0.5000,0.0725,0.0606,0.0000,0.2500,0.5000
522041,12.5000,8.3333,4.0000,0.3333,0.2950,0.1285,0.0333,1.3333,1.5000
377099,9.1667,5.8333,2.6667,0.3333,0.0564,0.0440,0.0000,0.8333,0.3333
451429,12.4545,5.7273,3.3636,0.9091,0.3254,0.1989,0.1001,0.7273,0.8182
98473,12.2000,4.2000,4.0000,1.0000,0.0804,0.0757,0.0857,1.4000,0.2000
514050,11.6000,9.8000,3.4000,1.0000,0.2044,0.0722,0.0114,0.4000,1.4000
483227,14.3333,5.0000,4.3333,1.3333,0.1852,0.1667,0.0714,1.3333,0.3333
415688,12.6000,10.2000,5.4000,1.2000,0.0948,0.0393,0.0000,1.6000,1.6000
473246,8.6667,4.3333,1.0000,0.3333,0.0708,0.0417,0.0000,0.6667,0.3333
53598,12.3333,3.6667,4.0000,1.0000,0.2133,0.1131,0.0000,0.6667,1.3333
480958,10.2500,3.5000,3.7500,0.7500,0.1533,0.1101,0.2778,1.7500,0.2500
347538,10.3333,5.0000,3.7778,0.7778,0.1339,0.0603,0.0114,1.0000,0.7778
33051,12.3000,10.1000,4.5000,1.1000,0.2802,0.1311,0.0971,1.2000,0.3000
28454,8.3333,4.3333,2.6667,0.3333,0.1407,0.1050,0.1086,1.8333,0.3333
485347,13.8333,6.0833,4.5000,1.0000,0.2133,0.1065,0.1221,1.9167,0.3333
334751,12.8333,5.6667,3.8333,0.6667,0.1477,0.0949,0.0900,0.3333,1.1667
323630,13.6667,5.3333,4.3333,0.6667,0.0767,0.0718,0.0000,1.6667,0.6667
510403,13.2000,5.6000,4.2000,0.6000,0.1474,0.0648,0.0000,1.8000,1.0000
169626,14.2000,9.0000,7.6000,2.0000,0.1719,0.0552,0.0694,4.0000,0.8000
291174,10.2857,5.1429,3.1429,0.2857,0.0558,0.0694,0.1167,0.4286,0.4286
189839,13.0000,6.7500,4.0000,1.2500,0.1894,0.0571,0.0667,1.7500,0.2500
517671,12.3333,7.0000,3.6667,0.6667,0.4721,0.3017,0.1000,0.3333,0.6667
522922,13.0833,7.8333,4.3333,0.5000,0.1833,0.0941,0.0330,1.0000,1.1667
357407,18.0000,11.0000,7.0000,1.0000,�,�,�,1.0000,3.0000
